2023-08-09 07:55:12,49.41,41.48
2023-08-09 08:55:14,49.45,42.28
2023-08-09 09:26:45,64.23,57.18
2023-08-09 09:55:46,65.12,51.18
2023-08-09 10:29:15,52.04,45.16
2023-08-09 10:55:49,68.97,58.37
2023-08-09 11:26:07,85.45,59.14
2023-08-09 11:55:38,61.04,53.05
2023-08-09 12:34:11,65.61,56.53
2023-08-09 13:00:33,61.04,52.35
2023-08-09 13:29:02,59.31,51.57
2023-08-09 13:55:25,49.67,41.98
2023-08-09 14:29:42,75.07,66.59
2023-08-09 14:56:26,82.09,73.15
2023-08-09 15:28:07,69.16,60.89
2023-08-09 15:55:56,77.89,69.25
2023-08-09 16:31:17,56.41,49.23
2023-08-09 16:55:36,70.21,59.59
2023-08-09 17:27:47,55.97,49.02
2023-08-09 17:56:01,78.59,70.52
2023-08-09 18:29:50,68.72,59.38
2023-08-09 18:55:41,59.07,51.81
2023-08-09 19:25:32,54.66,47.43
2023-08-09 19:55:42,68.33,60.74
2023-08-09 20:26:44,58.81,49.94
2023-08-09 20:55:44,58.97,51.39
2023-08-09 21:26:27,80.43,70.49
2023-08-09 21:55:35,60.78,52.58
2023-08-09 22:28:38,90.48,83.90
2023-08-09 22:55:15,51.30,43.73
2023-08-09 23:25:59,78.44,71.00
2023-08-09 23:55:58,77.28,68.00
2023-08-10 00:32:22,59.82,45.40
